"","End_of_Week","Year","Week","Region","State","City","Pneumonia_and_Flu_Deaths","All_Deaths","Ages_Less_Than_1","Ages_1_to_24","Ages_25_to_44","Ages_45_to_64","Ages_over_65","PRCP","TMAX","TMIN"
"238",1966-07-23,1966,29,3,"IL","Chicago",35,778,54,26,69,219,410,0,85.1428571428571,56.4285714285714
"239",1966-07-30,1966,30,3,"IL","Chicago",30,732,46,40,67,216,363,1.31,86.5714285714286,62.4285714285714
"240",1966-08-06,1966,31,3,"IL","Chicago",26,711,43,21,62,223,362,0.32,80.7142857142857,52.7142857142857
"241",1966-08-13,1966,32,3,"IL","Chicago",29,727,40,41,80,205,361,0.23,78.5714285714286,56.1428571428571
"242",1966-08-20,1966,33,3,"IL","Chicago",24,650,42,26,58,179,345,0,83,59.7142857142857
"243",1966-08-27,1966,34,3,"IL","Chicago",29,702,60,25,44,192,381,0.4,80.5714285714286,56.8571428571429
"244",1966-09-03,1966,35,3,"IL","Chicago",26,689,30,21,72,207,359,0.05,89,63.4285714285714
"245",1966-09-10,1966,36,3,"IL","Chicago",35,728,43,32,61,230,362,0,79.8571428571429,47.2857142857143
"246",1966-09-17,1966,37,3,"IL","Chicago",21,715,42,21,48,218,386,0.19,77.7142857142857,49.2857142857143
"247",1966-09-24,1966,38,3,"IL","Chicago",24,743,59,25,64,200,395,0.27,72.4285714285714,51.7142857142857
"248",1966-10-01,1966,39,3,"IL","Chicago",26,718,40,33,66,181,398,0.09,65.2857142857143,40
"249",1966-10-08,1966,40,3,"IL","Chicago",33,774,60,29,58,229,398,0,71,41.7142857142857
"250",1966-10-15,1966,41,3,"IL","Chicago",30,730,26,19,53,223,409,2.05,69.7142857142857,45.5714285714286
"251",1966-10-22,1966,42,3,"IL","Chicago",32,751,39,25,47,225,415,0.11,58.4285714285714,37.4285714285714
"252",1966-10-29,1966,43,3,"IL","Chicago",33,775,45,18,54,213,445,0,61.7142857142857,30.8571428571429
"253",1966-11-05,1966,44,3,"IL","Chicago",36,750,41,27,63,191,428,0.05,46.4285714285714,28.4285714285714
"254",1966-11-12,1966,45,3,"IL","Chicago",31,797,44,26,60,223,444,2.12,56.2857142857143,36.2857142857143
"255",1966-11-19,1966,46,3,"IL","Chicago",25,771,50,24,56,241,400,0,51.7142857142857,30.7142857142857
"256",1966-11-26,1966,47,3,"IL","Chicago",34,741,54,22,54,225,386,1.59,57.4285714285714,39.7142857142857
"257",1966-12-03,1966,48,3,"IL","Chicago",35,786,55,28,53,224,426,1.05,34.2857142857143,18
"258",1966-12-10,1966,49,3,"IL","Chicago",34,787,46,28,52,223,438,1.34,44.2857142857143,32.4285714285714
"259",1966-12-17,1966,50,3,"IL","Chicago",31,752,57,17,50,214,414,0,35.2857142857143,25
"260",1966-12-24,1966,51,3,"IL","Chicago",39,776,39,30,52,232,423,0.12,31.8571428571429,20
"261",1966-12-31,1966,52,3,"IL","Chicago",33,790,40,30,57,258,405,0.35,28.8571428571429,11.1428571428571
"262",1967-01-07,1967,1,3,"IL","Chicago",31,801,36,24,78,234,429,0.33,35.2857142857143,17.8571428571429
"263",1967-01-14,1967,2,3,"IL","Chicago",43,820,53,17,61,257,432,0.02,33.7142857142857,19.1428571428571
"264",1967-01-21,1967,3,3,"IL","Chicago",28,752,39,31,64,237,381,0.02,30.1428571428571,10
"265",1967-01-28,1967,4,3,"IL","Chicago",32,791,37,30,56,220,448,1.76,45,30.2857142857143
"266",1967-02-04,1967,5,3,"IL","Chicago",45,838,32,31,59,271,445,0.63,31.2857142857143,22.5714285714286
"267",1967-02-11,1967,6,3,"IL","Chicago",32,786,43,27,59,234,423,0.89,26.8571428571429,9.57142857142857
"268",1967-02-18,1967,7,3,"IL","Chicago",31,783,46,15,55,234,433,0.11,33.1428571428571,10.5714285714286
"269",1967-02-25,1967,8,3,"IL","Chicago",19,733,30,24,62,220,397,0.24,24.2857142857143,5.14285714285714
"270",1967-03-04,1967,9,3,"IL","Chicago",24,766,40,25,67,236,398,0.06,34.4285714285714,16.7142857142857
"271",1967-03-11,1967,10,3,"IL","Chicago",30,690,29,26,59,185,391,0.02,37.8571428571429,22.5714285714286
"272",1967-03-18,1967,11,3,"IL","Chicago",28,780,35,33,58,235,419,0.12,35.1428571428571,23.7142857142857
"273",1967-03-25,1967,12,3,"IL","Chicago",22,781,35,21,69,237,419,0.82,47.7142857142857,31.4285714285714
"274",1967-04-01,1967,13,3,"IL","Chicago",21,737,39,26,49,227,396,2.16,63.2857142857143,44.1428571428571
"275",1967-04-08,1967,14,3,"IL","Chicago",30,730,36,22,55,219,398,0.31,56.7142857142857,37.4285714285714
"276",1967-04-15,1967,15,3,"IL","Chicago",28,753,44,21,62,232,394,0.34,63,43
"277",1967-04-22,1967,16,3,"IL","Chicago",24,774,39,19,55,221,440,0.98,60,40.5714285714286
"278",1967-04-29,1967,17,3,"IL","Chicago",25,706,45,23,54,179,405,1.42,50.7142857142857,31.5714285714286
"279",1967-05-06,1967,18,3,"IL","Chicago",28,726,37,26,57,235,371,0.21,55.5714285714286,38.2857142857143
"280",1967-05-13,1967,19,3,"IL","Chicago",25,781,33,20,66,238,424,1.04,59,39.4285714285714
"281",1967-05-20,1967,20,3,"IL","Chicago",25,723,47,19,55,196,406,0.15,67.7142857142857,45.4285714285714
"282",1967-05-27,1967,21,3,"IL","Chicago",31,772,28,24,62,241,417,0.03,74,48.1428571428571
"283",1967-06-03,1967,22,3,"IL","Chicago",15,728,29,26,49,206,418,0.26,68.7142857142857,49.1428571428571
"284",1967-06-10,1967,23,3,"IL","Chicago",24,764,38,32,68,233,393,3.87,80.2857142857143,63.4285714285714
"285",1967-06-17,1967,24,3,"IL","Chicago",22,783,42,32,65,244,400,1.33,85.8571428571429,68.1428571428571
"286",1967-06-24,1967,25,3,"IL","Chicago",21,670,40,24,52,203,351,2.23,74.7142857142857,58.1428571428571
"287",1967-07-01,1967,26,3,"IL","Chicago",19,709,46,21,61,204,377,0.7,79.2857142857143,57.2857142857143
"288",1967-07-08,1967,27,3,"IL","Chicago",19,665,31,27,48,185,374,0.05,73.7142857142857,51.5714285714286
"289",1967-07-15,1967,28,3,"IL","Chicago",25,718,40,22,69,209,378,0.85,76.4285714285714,58.8571428571429
"290",1967-07-22,1967,29,3,"IL","Chicago",16,681,39,14,55,214,359,0.1,81.5714285714286,58.2857142857143
"291",1967-07-29,1967,30,3,"IL","Chicago",24,765,40,39,60,227,399,0.68,81.4285714285714,60.5714285714286
"292",1967-08-05,1967,31,3,"IL","Chicago",22,692,48,26,52,208,358,0.38,82.7142857142857,61
"293",1967-08-12,1967,32,3,"IL","Chicago",22,716,38,34,55,220,369,0.57,75.7142857142857,53.8571428571429
"294",1967-08-19,1967,33,3,"IL","Chicago",19,674,36,20,59,204,355,1.57,79.1428571428571,57.1428571428571
"295",1967-08-26,1967,34,3,"IL","Chicago",20,677,41,24,45,216,351,0,76.1428571428571,53.4285714285714
"296",1967-09-02,1967,35,3,"IL","Chicago",23,747,47,35,68,205,392,0.08,72,49.1428571428571
"297",1967-09-09,1967,36,3,"IL","Chicago",15,719,24,22,56,225,392,0,77.4285714285714,48.5714285714286
"298",1967-09-16,1967,37,3,"IL","Chicago",21,736,36,26,66,226,382,0.05,77.5714285714286,54.8571428571429
"299",1967-09-23,1967,38,3,"IL","Chicago",22,699,30,27,47,208,387,1.4,76,55.8571428571429
"300",1967-09-30,1967,39,3,"IL","Chicago",23,746,52,31,61,222,380,1,62.7142857142857,43.1428571428571
"301",1967-10-07,1967,40,3,"IL","Chicago",30,757,47,25,59,232,394,0.02,75.4285714285714,55.7142857142857
"302",1967-10-14,1967,41,3,"IL","Chicago",24,701,40,14,65,194,388,0.45,58.4285714285714,38.8571428571429
"303",1967-10-21,1967,42,3,"IL","Chicago",27,769,44,22,55,244,404,1.2,59.5714285714286,41.8571428571429
"304",1967-10-28,1967,43,3,"IL","Chicago",26,733,41,30,71,207,384,1.04,56.7142857142857,38.4285714285714
"305",1967-11-04,1967,44,3,"IL","Chicago",32,785,42,17,50,237,439,2.24,50.1428571428571,40.2857142857143
"306",1967-11-11,1967,45,3,"IL","Chicago",31,791,49,16,46,246,434,0.19,49,32.5714285714286
"307",1967-11-18,1967,46,3,"IL","Chicago",24,770,35,26,61,217,431,0.77,45.5714285714286,30.2857142857143
"308",1967-11-25,1967,47,3,"IL","Chicago",25,751,39,28,57,221,406,0.17,41.4285714285714,30.7142857142857
"309",1967-12-02,1967,48,3,"IL","Chicago",20,813,37,20,61,223,472,0.06,37,24.2857142857143
"310",1967-12-09,1967,49,3,"IL","Chicago",25,770,50,25,59,241,395,0.44,45.2857142857143,35.1428571428571
"311",1967-12-16,1967,50,3,"IL","Chicago",35,877,55,23,55,273,471,0.54,37.2857142857143,27.5714285714286
"312",1967-12-23,1967,51,3,"IL","Chicago",43,899,41,34,70,245,509,1.15,41.4285714285714,23.4285714285714
"313",1967-12-30,1967,52,3,"IL","Chicago",52,954,46,31,68,264,545,0.19,27,10
"314",1968-01-06,1968,1,3,"IL","Chicago",44,949,45,30,67,268,539,0.24,18.2857142857143,-2.28571428571429
"315",1968-01-13,1968,2,3,"IL","Chicago",51,882,35,27,62,244,514,0.18,22.8571428571429,9.14285714285714
"316",1968-01-20,1968,3,3,"IL","Chicago",55,997,42,24,81,275,575,0.38,35.5714285714286,22.8571428571429
"317",1968-01-27,1968,4,3,"IL","Chicago",32,795,32,17,56,250,440,0.44,36.5714285714286,23.1428571428571
"318",1968-02-03,1968,5,3,"IL","Chicago",38,774,39,27,53,224,431,1.16,44.7142857142857,31.5714285714286
"319",1968-02-10,1968,6,3,"IL","Chicago",23,784,37,13,66,234,434,0.18,35.2857142857143,18
"320",1968-02-17,1968,7,3,"IL","Chicago",23,829,43,20,60,244,462,0,29.5714285714286,9.42857142857143
"321",1968-02-24,1968,8,3,"IL","Chicago",22,732,26,18,63,221,404,0.03,29.8571428571429,6.85714285714286
"322",1968-03-02,1968,9,3,"IL","Chicago",41,823,52,25,49,236,461,0.06,37.4285714285714,16.7142857142857
"323",1968-03-09,1968,10,3,"IL","Chicago",31,769,30,53,55,200,431,0.36,51.2857142857143,26.5714285714286
"324",1968-03-16,1968,11,3,"IL","Chicago",33,755,43,21,61,230,400,0,45.8571428571429,27.5714285714286
"325",1968-03-23,1968,12,3,"IL","Chicago",29,804,41,12,68,238,445,0.4,49.7142857142857,31.7142857142857
"326",1968-03-30,1968,13,3,"IL","Chicago",30,741,39,10,71,208,413,0.14,71,42
"327",1968-04-06,1968,14,3,"IL","Chicago",21,786,31,23,65,219,448,0.82,57,34.4285714285714
"328",1968-04-13,1968,15,3,"IL","Chicago",33,695,18,18,71,215,373,0,69.2857142857143,44.8571428571429
"329",1968-04-20,1968,16,3,"IL","Chicago",22,677,36,14,67,201,359,1.23,62.5714285714286,42.8571428571429
"330",1968-04-27,1968,17,3,"IL","Chicago",22,719,34,18,58,219,390,0.23,61.1428571428571,42.7142857142857
"331",1968-05-04,1968,18,3,"IL","Chicago",33,769,50,38,67,204,410,0.15,70.7142857142857,39.5714285714286
"332",1968-05-11,1968,19,3,"IL","Chicago",20,717,31,28,52,214,392,0.01,65.5714285714286,43.8571428571429
"333",1968-05-18,1968,20,3,"IL","Chicago",27,762,35,27,63,218,419,2.09,72.5714285714286,48.8571428571429
"334",1968-05-25,1968,21,3,"IL","Chicago",22,709,33,29,49,227,371,0.48,64,45.7142857142857
"335",1968-06-01,1968,22,3,"IL","Chicago",20,657,40,19,49,175,374,0.48,68.7142857142857,52
"336",1968-06-08,1968,23,3,"IL","Chicago",36,799,49,48,58,227,417,0,85.7142857142857,59.5714285714286
"337",1968-06-15,1968,24,3,"IL","Chicago",36,896,44,22,52,245,533,0,81.7142857142857,59.4285714285714
"338",1968-06-22,1968,25,3,"IL","Chicago",29,757,33,34,69,196,425,0.42,80.1428571428571,55.4285714285714
"339",1968-06-29,1968,26,3,"IL","Chicago",19,715,43,27,55,209,381,3.51,77,60
"340",1968-07-06,1968,27,3,"IL","Chicago",18,656,29,20,53,184,370,0.04,78.4285714285714,56
"341",1968-07-13,1968,28,3,"IL","Chicago",18,792,47,33,74,217,421,0.03,81.8571428571429,58.2857142857143
"342",1968-07-20,1968,29,3,"IL","Chicago",18,775,37,16,66,234,422,0.55,88.1428571428571,70.1428571428571
"343",1968-07-27,1968,30,3,"IL","Chicago",23,738,44,37,49,207,401,1.43,84.5714285714286,65.5714285714286
"344",1968-08-03,1968,31,3,"IL","Chicago",17,616,37,21,59,190,309,0.01,78.7142857142857,57.8571428571429
"345",1968-08-10,1968,32,3,"IL","Chicago",23,741,50,29,84,212,366,1.02,87.7142857142857,69.8571428571429
"346",1968-08-17,1968,33,3,"IL","Chicago",27,736,27,24,74,223,388,3.68,82,61.5714285714286
"347",1968-08-24,1968,34,3,"IL","Chicago",26,724,42,25,65,206,386,0.61,91.5714285714286,71.7142857142857
"348",1968-08-31,1968,35,3,"IL","Chicago",34,804,39,22,63,240,440,0.01,72.8571428571429,56.2857142857143
"349",1968-09-07,1968,36,3,"IL","Chicago",20,723,42,24,57,198,402,0.7,77.7142857142857,56.1428571428571
"350",1968-09-14,1968,37,3,"IL","Chicago",22,732,42,25,73,215,377,0.49,75.4285714285714,55.8571428571429
"351",1968-09-21,1968,38,3,"IL","Chicago",22,749,46,41,65,223,374,1.6,75.5714285714286,59.4285714285714
"352",1968-09-28,1968,39,3,"IL","Chicago",32,728,48,18,62,217,383,1.07,73.1428571428571,51.5714285714286
"353",1968-10-05,1968,40,3,"IL","Chicago",20,736,32,27,43,220,414,0.16,69.1428571428571,47
"354",1968-10-12,1968,41,3,"IL","Chicago",23,750,31,25,65,213,416,0.28,63.7142857142857,45
"355",1968-10-19,1968,42,3,"IL","Chicago",35,788,50,35,61,227,415,0.08,75.2857142857143,57
"356",1968-10-26,1968,43,3,"IL","Chicago",28,766,42,38,60,243,383,0.52,58,39.2857142857143
"357",1968-11-02,1968,44,3,"IL","Chicago",22,763,43,29,63,230,398,0.02,58.4285714285714,37.8571428571429
"358",1968-11-09,1968,45,3,"IL","Chicago",32,757,29,24,70,234,400,0.64,47.7142857142857,32.4285714285714
"359",1968-11-16,1968,46,3,"IL","Chicago",24,776,45,29,60,232,410,1.15,45.4285714285714,33.8571428571429
"360",1968-11-23,1968,47,3,"IL","Chicago",32,723,44,33,50,206,390,0.15,44.4285714285714,33.1428571428571
"361",1968-11-30,1968,48,3,"IL","Chicago",41,748,42,30,60,229,387,1.76,44.2857142857143,31.1428571428571
"362",1968-12-07,1968,49,3,"IL","Chicago",42,904,36,27,68,295,478,0.17,37,27.1428571428571
"363",1968-12-14,1968,50,3,"IL","Chicago",54,884,52,22,74,279,457,0.16,39.2857142857143,23
"364",1968-12-21,1968,51,3,"IL","Chicago",67,1012,30,30,96,329,527,0.52,35,23.5714285714286
"365",1968-12-28,1968,52,3,"IL","Chicago",76,982,43,32,56,335,516,1.79,30.8571428571429,17.1428571428571
"366",1969-01-04,1969,1,3,"IL","Chicago",74,1084,56,33,92,335,568,0.13,17.5714285714286,-0.285714285714286
"367",1969-01-11,1969,2,3,"IL","Chicago",65,984,51,50,78,296,509,0.27,20.7142857142857,3.57142857142857
"368",1969-01-18,1969,3,3,"IL","Chicago",44,907,51,24,65,296,471,0.61,30.4285714285714,21.8571428571429
"369",1969-01-25,1969,4,3,"IL","Chicago",35,789,37,28,65,242,417,0.12,35.1428571428571,21.4285714285714
"370",1969-02-01,1969,5,3,"IL","Chicago",17,735,43,18,61,239,374,0.62,35.5714285714286,21.4285714285714
"371",1969-02-08,1969,6,3,"IL","Chicago",30,769,36,18,70,231,414,0.06,33.7142857142857,21.4285714285714
"372",1969-02-15,1969,7,3,"IL","Chicago",28,736,40,24,66,190,416,0.01,31.4285714285714,18.8571428571429
"373",1969-02-22,1969,8,3,"IL","Chicago",21,792,46,25,56,231,434,0.05,39.4285714285714,26.5714285714286
"374",1969-03-01,1969,9,3,"IL","Chicago",33,740,34,19,52,217,418,0,39.1428571428571,30
"375",1969-03-08,1969,10,3,"IL","Chicago",30,734,37,22,59,224,392,0,40.5714285714286,25.1428571428571
"376",1969-03-15,1969,11,3,"IL","Chicago",29,766,38,22,69,239,398,0.02,37.7142857142857,17
"377",1969-03-22,1969,12,3,"IL","Chicago",46,795,53,28,59,209,446,0.18,60,32.5714285714286
"378",1969-03-29,1969,13,3,"IL","Chicago",25,822,32,26,45,252,467,1.73,43.1428571428571,27.1428571428571
"379",1969-04-05,1969,14,3,"IL","Chicago",28,771,39,28,68,201,435,1.52,49.2857142857143,28
"380",1969-04-12,1969,15,3,"IL","Chicago",30,772,39,20,58,224,431,0.45,64.4285714285714,39.5714285714286
"381",1969-04-19,1969,16,3,"IL","Chicago",33,740,34,23,65,212,406,1.73,61.2857142857143,43.8571428571429
"382",1969-04-26,1969,17,3,"IL","Chicago",31,766,40,25,58,224,419,0,63.5714285714286,40.7142857142857
"383",1969-05-03,1969,18,3,"IL","Chicago",40,795,28,29,65,249,424,0.32,67.8571428571429,44.2857142857143
"384",1969-05-10,1969,19,3,"IL","Chicago",29,754,37,40,64,201,412,1.3,70.7142857142857,53.1428571428571
"385",1969-05-17,1969,20,3,"IL","Chicago",24,674,20,28,62,208,356,0.99,70,47
"386",1969-05-24,1969,21,3,"IL","Chicago",29,771,41,22,54,221,433,0.73,60.1428571428571,43.2857142857143
"387",1969-05-31,1969,22,3,"IL","Chicago",26,780,34,37,57,213,439,0.15,80.4285714285714,54.5714285714286
"388",1969-06-07,1969,23,3,"IL","Chicago",26,757,40,39,67,223,388,2.53,66.1428571428571,49.2857142857143
"389",1969-06-14,1969,24,3,"IL","Chicago",22,668,23,22,59,189,375,1.7,72.7142857142857,50.2857142857143
"390",1969-06-21,1969,25,3,"IL","Chicago",24,712,41,23,46,233,369,0.37,72.4285714285714,53.2857142857143
"391",1969-06-28,1969,26,3,"IL","Chicago",24,716,29,32,53,217,385,1.2,80.1428571428571,63.8571428571429
"392",1969-07-05,1969,27,3,"IL","Chicago",28,857,44,33,59,267,454,1.97,81.2857142857143,62.5714285714286
"393",1969-07-12,1969,28,3,"IL","Chicago",27,692,38,31,63,190,370,0.92,78.1428571428571,65.2857142857143
"394",1969-07-19,1969,29,3,"IL","Chicago",32,728,44,31,69,229,355,1.53,83.8571428571429,68.1428571428571
"395",1969-07-26,1969,30,3,"IL","Chicago",21,698,28,26,60,188,396,0.84,81.7142857142857,66.5714285714286
"396",1969-08-02,1969,31,3,"IL","Chicago",14,627,37,29,61,182,318,0.13,79.8571428571429,61.7142857142857
"397",1969-08-09,1969,32,3,"IL","Chicago",18,621,29,24,42,192,334,0.36,81.8571428571429,62.2857142857143
"398",1969-08-16,1969,33,3,"IL","Chicago",21,660,21,28,65,183,363,0.15,84.5714285714286,66.2857142857143
"399",1969-08-23,1969,34,3,"IL","Chicago",23,692,35,30,53,206,368,0,82.1428571428571,62.1428571428571
"400",1969-08-30,1969,35,3,"IL","Chicago",25,694,40,39,58,203,354,0,87.1428571428571,65.1428571428571
"401",1969-09-06,1969,36,3,"IL","Chicago",29,678,27,23,47,208,373,2.11,80.1428571428571,68.2857142857143
"402",1969-09-13,1969,37,3,"IL","Chicago",21,760,56,25,66,221,392,0,74,53.4285714285714
"403",1969-09-20,1969,38,3,"IL","Chicago",16,678,43,27,73,202,333,0.15,73.2857142857143,60
"404",1969-09-27,1969,39,3,"IL","Chicago",23,692,40,34,43,208,367,0.75,71.4285714285714,51.8571428571429
"405",1969-10-04,1969,40,3,"IL","Chicago",20,700,41,29,68,206,356,0,76.1428571428571,53.1428571428571
"406",1969-10-11,1969,41,3,"IL","Chicago",21,699,49,30,48,191,381,4.8,69.7142857142857,50.5714285714286
"407",1969-10-18,1969,42,3,"IL","Chicago",19,752,31,31,75,220,395,0.87,56.8571428571429,38.1428571428571
"408",1969-10-25,1969,43,3,"IL","Chicago",26,770,56,36,62,209,407,0.69,55.4285714285714,35.8571428571429
"409",1969-11-01,1969,44,3,"IL","Chicago",23,743,41,23,56,238,385,0.19,50.1428571428571,36
"410",1969-11-08,1969,45,3,"IL","Chicago",27,744,37,34,56,216,401,0.35,51.8571428571429,36
"411",1969-11-15,1969,46,3,"IL","Chicago",18,703,34,26,54,198,391,0.08,42.1428571428571,32
"412",1969-11-22,1969,47,3,"IL","Chicago",36,804,46,27,67,227,437,0.68,44,26.4285714285714
"413",1969-11-29,1969,48,3,"IL","Chicago",17,697,25,30,55,224,363,0,44.4285714285714,27.1428571428571
"414",1969-12-06,1969,49,3,"IL","Chicago",21,836,56,27,69,237,447,0,40.8571428571429,23.2857142857143
"415",1969-12-13,1969,50,3,"IL","Chicago",25,771,48,27,70,215,411,0.54,37.1428571428571,24.7142857142857
"416",1969-12-20,1969,51,3,"IL","Chicago",24,746,45,20,59,236,386,0.01,32.1428571428571,20.7142857142857
"417",1969-12-27,1969,52,3,"IL","Chicago",22,708,39,28,54,211,376,0.57,28.8571428571429,18.4285714285714
"418",1970-01-03,1969,53,3,"IL","Chicago",31,861,43,29,72,227,490,0.09,29.2857142857143,20
"419",1970-01-10,1970,1,3,"IL","Chicago",27,888,62,35,76,256,459,0.02,12.7142857142857,-4.14285714285714
"420",1970-01-17,1970,2,3,"IL","Chicago",31,908,48,34,77,275,474,0.5,28.4285714285714,15.1428571428571
"421",1970-01-24,1970,3,3,"IL","Chicago",27,821,36,25,54,261,445,0.1,13.2857142857143,-5.57142857142857
"422",1970-01-31,1970,4,3,"IL","Chicago",28,863,18,31,62,286,466,0.17,39.5714285714286,28.1428571428571
"423",1970-02-07,1970,5,3,"IL","Chicago",38,825,35,24,59,259,448,0.12,33.7142857142857,16.2857142857143
"424",1970-02-14,1970,6,3,"IL","Chicago",32,787,28,21,63,226,449,0.29,28.2857142857143,17.2857142857143
"425",1970-02-21,1970,7,3,"IL","Chicago",37,805,48,24,74,240,419,0.16,33.5714285714286,14.4285714285714
"426",1970-02-28,1970,8,3,"IL","Chicago",48,866,31,38,72,266,459,0.02,40.7142857142857,24.1428571428571
"427",1970-03-07,1970,9,3,"IL","Chicago",31,771,32,23,53,219,444,0.49,47.1428571428571,31.7142857142857
"428",1970-03-14,1970,10,3,"IL","Chicago",23,778,41,31,61,237,408,0,35.5714285714286,22.5714285714286
"429",1970-03-21,1970,11,3,"IL","Chicago",15,763,36,33,67,242,385,0.42,44.1428571428571,27.5714285714286
"430",1970-03-28,1970,12,3,"IL","Chicago",19,713,29,31,53,195,405,1.21,43.8571428571429,28.5714285714286
"431",1970-04-04,1970,13,3,"IL","Chicago",24,751,35,26,52,226,412,0.75,40,28
"432",1970-04-11,1970,14,3,"IL","Chicago",21,770,36,22,58,224,430,0.01,56.1428571428571,36.1428571428571
"433",1970-04-18,1970,15,3,"IL","Chicago",22,712,41,28,50,206,387,1.03,58.8571428571429,41.8571428571429
"434",1970-04-25,1970,16,3,"IL","Chicago",24,749,45,25,65,235,379,1.15,64.8571428571429,44.4285714285714
"435",1970-05-02,1970,17,3,"IL","Chicago",24,739,37,31,58,207,406,1.75,72.4285714285714,55.7142857142857
"436",1970-05-09,1970,18,3,"IL","Chicago",18,673,31,22,56,194,370,0.48,70.8571428571429,46.4285714285714
"437",1970-05-16,1970,19,3,"IL","Chicago",11,707,44,26,61,203,373,3.68,67.1428571428571,49
"438",1970-05-23,1970,20,3,"IL","Chicago",16,661,30,39,54,200,338,1.17,79.5714285714286,53.5714285714286
"439",1970-05-30,1970,21,3,"IL","Chicago",21,686,45,33,65,175,368,1.41,74.2857142857143,57.1428571428571
"440",1970-06-06,1970,22,3,"IL","Chicago",8,619,29,23,62,185,320,2.24,71.8571428571429,56
"441",1970-06-13,1970,23,3,"IL","Chicago",15,794,43,28,59,210,454,1.8,85.1428571428571,65.2857142857143
"442",1970-06-20,1970,24,3,"IL","Chicago",27,731,47,31,53,212,388,1.05,77.8571428571429,61.1428571428571
"443",1970-06-27,1970,25,3,"IL","Chicago",10,699,40,34,49,203,373,2.05,74.2857142857143,56.1428571428571
"444",1970-07-04,1970,26,3,"IL","Chicago",21,782,44,34,53,198,453,0.17,87.2857142857143,70.2857142857143
"445",1970-07-11,1970,27,3,"IL","Chicago",25,919,33,35,78,239,534,0.05,80.7142857142857,61.8571428571429
