"","MONTH","PRCP","TMAX","TMIN","TAVG","Pneumonia_and_Flu_Deaths","All_Deaths"
"80","1968-08",3.25,92.6857142857143,75.1142857142857,83.9,11,1035
"81","1968-09",3.87,87.4642857142857,69.7142857142857,78.5892857142857,9,723
"82","1968-10",3.91,84.1071428571428,64.4285714285714,74.2678571428572,12,899
"83","1968-11",2.71,72.8571428571428,49.7142857142857,61.2857142857143,20,940
"84","1968-12",1.02,66,45.25,55.625,15,925
"85","1969-01",2.65,64.1785714285714,45.1785714285714,54.6785714285714,51,1172
"86","1969-02",5.55,65.9642857142857,50.25,58.1071428571429,58,1080
"87","1969-03",3.2,65.3428571428571,46.8571428571429,56.1,29,1144
"88","1969-04",2.47,79.2857142857143,61.1785714285714,70.2321428571429,19,941
"89","1969-05",5.6,83.5714285714286,65.5428571428571,74.5571428571428,31,1096
"90","1969-06",1.89,90.2857142857143,71.4642857142857,80.875,19,923
"91","1969-07",3.92,95.2142857142857,75.75,85.4821428571428,18,883
"92","1969-08",2.37,95.3142857142857,75.6,85.4571428571428,30,1179
"93","1969-09",4.15,90.7142857142857,72.0714285714286,81.3928571428571,14,911
"94","1969-10",2.23,85.75,65.75,75.75,12,854
"95","1969-11",3.68,73.5428571428572,51.2,62.3714285714286,21,1025
"96","1969-12",4.32,68.7857142857143,46.7857142857143,57.7857142857143,9,973
"97","1970-01",2.92,57.9714285714286,39.4857142857143,48.7285714285714,40,1341
"98","1970-02",3.02,67.6785714285714,45.5714285714286,56.625,55,1100
"99","1970-03",5.23,68.6071428571429,48.8928571428572,58.75,29,923
"100","1970-04",2.55,78.8928571428571,60.3928571428571,69.6428571428572,24,884
"101","1970-05",14.08,82.4857142857143,66.1714285714286,74.3285714285714,27,1168
"102","1970-06",2.55,88.8214285714286,70.9642857142857,79.8928571428571,19,866
"103","1970-07",3,92.8214285714286,74.25,83.5357142857143,15,894
"104","1970-08",2.87,93.4857142857143,74.9714285714286,84.2285714285714,22,1166
"105","1970-09",9.88,89.8571428571428,74.7857142857143,82.3214285714286,18,900
"106","1970-10",8.37,79.7428571428571,59.2,69.4714285714286,18,1173
"107","1970-11",1.78,70.4285714285714,45.9642857142857,58.1964285714286,14,850
"108","1970-12",0.29,73.3928571428572,53.1071428571428,63.25,20,977
"109","1971-01",0.4,69.2,48.4,58.8,31,1226
"110","1971-02",1.54,69.6071428571428,45.9285714285714,57.7678571428571,32,1002
"111","1971-03",1.36,74.3928571428571,49.2857142857143,61.8392857142857,26,989
"112","1971-04",1.8,77.5357142857143,55.6785714285714,66.6071428571428,20,996
"113","1971-05",2.12,83,65.9428571428572,74.4714285714286,17,1232
"114","1971-06",1.38,90.7142857142857,70.8928571428572,80.8035714285714,16,903
"115","1971-07",3.83,94.0285714285714,73.7428571428572,83.8857142857143,22,1219
"116","1971-08",6.85,89.6785714285714,73.2142857142857,81.4464285714286,27,900
"117","1971-09",7.67,86.6071428571428,72.2142857142857,79.4107142857143,13,846
"118","1971-10",2.15,83.8285714285714,66.5428571428571,75.1857142857143,21,1222
"119","1971-11",2.24,74,53.5,63.75,15,892
"120","1971-12",5.75,68.25,52.0357142857143,60.1428571428571,34,992
"121","1972-01",2.24,71.5142857142857,51.6,61.5571428571429,58,1372
"122","1972-02",3.25,66.4642857142857,45.5357142857143,56,49,1162
"123","1972-03",1.3,76.4285714285714,55.5357142857143,65.9821428571428,37,998
"124","1972-04",6.98,81.8857142857143,61.6857142857143,71.7857142857143,23,1251
"125","1972-05",7.62,83.8571428571428,66.3928571428572,75.125,18,943
"126","1972-06",5.92,89.6071428571429,71.8928571428571,80.75,17,900
"127","1972-07",4.64,90.8857142857143,74.6,82.7428571428571,21,1183
"128","1972-08",2.99,92.0357142857143,73.8928571428571,82.9642857142857,15,986
"129","1972-09",7.14,90.8571428571429,74.0571428571429,82.4571428571429,30,1243
"130","1972-10",1.48,80.8928571428571,61.75,71.3214285714286,18,889
"131","1972-11",8.6,67.4642857142857,51.9642857142857,59.7142857142857,20,887
"132","1972-12",1.22,65.5428571428571,43.3142857142857,54.4285714285714,27,1370
"133","1973-01",4.42,58.6071428571428,41.0357142857143,49.8214285714286,42,1156
"134","1973-02",3.61,62.5,41.7857142857143,52.1428571428572,47,1295
"135","1973-03",4.59,74.8,55.4857142857143,65.1428571428571,37,1362
"136","1973-04",10.49,74.5357142857143,57.3214285714286,65.9285714285714,24,1017
"137","1973-05",3.6,83.6785714285714,64.9285714285714,74.3035714285714,24,1059
"138","1973-06",14.71,88.4857142857143,72.2857142857143,80.3857142857143,23,1232
"139","1973-07",9.38,92.3571428571429,75.1785714285714,83.7678571428572,16,946
"140","1973-08",3.01,89.6785714285714,74.5,82.0892857142857,13,1094
"141","1973-09",10.67,87.6285714285714,72.8857142857143,80.2571428571429,22,1203
"142","1973-10",11.11,84.3214285714286,66.4285714285714,75.375,29,921
"143","1973-11",1.74,80.1071428571429,59.6071428571429,69.8571428571428,19,865
"144","1973-12",3.26,68.6857142857143,45.4571428571429,57.0714285714286,32,1343
"145","1974-01",4.64,64.8928571428571,48.8571428571428,56.875,26,1075
"146","1974-02",1.55,71.3214285714286,47.6428571428572,59.4821428571428,24,1006
"147","1974-03",4.54,74.7142857142857,56.7428571428571,65.7285714285714,32,1284
"148","1974-04",2.61,78.9285714285714,60,69.4642857142857,34,1028
"149","1974-05",5.4,85.3571428571428,68.7857142857143,77.0714285714286,31,1081
"150","1974-06",4.59,89.9428571428571,72.1142857142857,81.0285714285714,26,1188
"151","1974-07",4.46,92.5714285714286,73.4642857142857,83.0178571428572,16,999
"152","1974-08",9.37,91.4857142857143,74.6571428571429,83.0714285714286,22,1117
"153","1974-09",4.48,84.9642857142857,68.5,76.7321428571429,13,965
"154","1974-10",0.75,82.8214285714286,61.6071428571429,72.2142857142858,13,1002
"155","1974-11",12.39,73.0571428571429,55.1714285714286,64.1142857142857,19,1213
"156","1974-12",2.99,64.7142857142857,44.75,54.7321428571429,26,1079
