"","MONTH","PRCP","TMAX","TMIN","TAVG","Pneumonia_and_Flu_Deaths","All_Deaths"
"158","1975-02",1.81,41.6428571428572,27.2857142857143,34.4642857142857,52,1686
"159","1975-03",5.54,50.8571428571428,33.1142857142857,41.9857142857143,38,2756
"160","1975-04",3.37,57.8571428571429,37.2857142857143,47.5714285714286,21,1784
"161","1975-05",4.99,74.8,55.1714285714286,64.9857142857143,23,1918
"162","1975-06",6.7,80.9285714285714,63.0357142857143,71.9821428571428,20,1461
"163","1975-07",7.19,85.2857142857143,67.5357142857143,76.4107142857143,23,1684
"164","1975-08",2.21,86.8285714285714,67.8285714285714,77.3285714285714,21,2244
"165","1975-09",7.21,74.75,58.75,66.75,36,1300
"166","1975-10",3.15,72.1785714285714,53.6785714285714,62.9285714285714,16,1606
"167","1975-11",3.23,62.4285714285714,43.7142857142857,53.0714285714286,23,1795
"168","1975-12",1.73,45.6071428571428,29.6428571428571,37.625,16,1608
"169","1976-01",5.66,36.5714285714286,22.2285714285714,29.4,147,2315
"170","1976-02",1.66,51.0357142857143,30.0714285714286,40.5535714285714,178,1696
"171","1976-03",2.13,56.3214285714286,35.1785714285714,45.75,124,1920
"172","1976-04",2.09,68.6428571428572,44.3928571428572,56.5178571428571,110,1582
"173","1976-05",4.52,70.8571428571429,50.6571428571429,60.7571428571428,122,2199
"174","1976-06",2.56,83.5,64.5357142857143,74.0178571428571,84,1413
"175","1976-07",4.95,84.9428571428571,66.6571428571429,75.8,123,2198
"176","1976-08",2.17,84.6071428571428,66.3928571428572,75.5,98,1695
"177","1976-09",1.23,79.0357142857143,57.75,68.3928571428571,94,1497
"178","1976-10",4.87,61.9714285714286,45.5142857142857,53.7428571428572,101,1785
"179","1976-11",0.67,50.1071428571428,31.8214285714286,40.9642857142857,81,1604
"180","1976-12",1.68,40.8928571428571,23.5714285714285,32.2321428571428,93,1797
"181","1977-01",2.85,28.1714285714286,13.4571428571428,20.8142857142857,124,1983
"182","1977-02",1.31,40.5714285714286,22.1071428571429,31.3392857142857,88,1752
"183","1977-03",4.16,57,36.3571428571428,46.6785714285714,85,1818
"184","1977-04",5.64,69.7142857142857,45.5714285714286,57.6428571428571,115,2018
"185","1977-05",0.7,78.0714285714286,54.1071428571429,66.0892857142857,83,1588
"186","1977-06",3.74,76.75,57.1785714285714,66.9642857142857,63,1479
"187","1977-07",3.06,87.3714285714286,67.2,77.2857142857143,71,1880
"188","1977-08",7.65,84.7857142857143,66.6071428571429,75.6964285714286,59,1309
"189","1977-09",3.09,80.8928571428571,64.0357142857143,72.4642857142857,81,1472
"190","1977-10",4.51,65.2285714285714,47.4285714285714,56.3285714285714,134,2213
"191","1977-11",6.7,55.5,41.25,48.375,91,1302
"192","1977-12",6.25,40.1714285714286,25.3428571428571,32.7571428571428,136,2010
"193","1978-01",8.86,35.7857142857143,21.2142857142857,28.5,158,1475
"194","1978-02",1.35,31.5,16.6785714285714,24.0892857142857,138,2006
"195","1978-03",2,43.7142857142857,28.1428571428571,35.9285714285714,97,2131
"196","1978-04",4.07,60.6285714285714,39.4857142857143,50.0571428571429,90,2188
"197","1978-05",5.96,68.8214285714286,50.3571428571428,59.5892857142857,67,1399
"198","1978-06",1.6,81.6785714285714,61.1785714285714,71.4285714285714,52,1307
"199","1978-07",4.65,85.0285714285714,66.6571428571429,75.8428571428571,72,1566
"200","1978-08",4.04,86.5714285714286,71.2857142857143,78.9285714285714,80,1654
"201","1978-09",4.41,79.3142857142857,60.7142857142857,70.0142857142857,97,2080
"202","1978-10",1.2,66.5,45.1071428571429,55.8035714285714,97,1817
"203","1978-11",0.81,58.7142857142857,42.0357142857143,50.375,105,1946
"204","1978-12",6.8,46.6571428571429,29.8,38.2285714285714,102,1848
"205","1979-01",8.71,40.1785714285714,24.5714285714286,32.375,103,1673
"206","1979-02",4.9,29.2857142857143,15.6071428571429,22.4464285714286,74,1569
"207","1979-03",4.2,56.3142857142857,35.8571428571428,46.0857142857143,114,2166
"208","1979-04",4.08,60.7857142857143,42.9285714285714,51.8571428571428,58,1560
"209","1979-05",3.73,74.6071428571429,56.6785714285714,65.6428571428572,76,1437
"210","1979-06",4.59,78.5714285714286,59,68.7857142857143,91,1815
"211","1979-07",3.94,84.6785714285714,67,75.8392857142857,100,1818
"212","1979-08",5.63,83.3928571428572,66.5357142857143,74.9642857142857,62,1462
"213","1979-09",4.63,78.4571428571428,62.3142857142857,70.3857142857143,126,1924
"214","1979-10",4.28,64.6428571428571,47.8928571428571,56.2678571428571,89,1605
"215","1979-11",2.04,59.1428571428572,40.7857142857143,49.9642857142857,77,1673
"216","1979-12",2.26,47.7142857142857,32.3142857142857,40.0142857142857,94,1674
"217","1980-01",2.25,39.4642857142857,27.1428571428571,33.3035714285714,82,1708
"218","1980-02",0.92,36.2857142857143,22,29.1428571428571,93,1963
"219","1980-03",5.5,44.8571428571429,30.8857142857143,37.8714285714286,151,2164
"220","1980-04",3.68,65.3214285714286,44,54.6607142857142,87,1630
"221","1980-05",5.9,73.5142857142857,54.0285714285714,63.7714285714286,112,1951
"222","1980-06",1.05,81.2142857142857,59,70.1071428571429,64,1456
"223","1980-07",3.57,87.9642857142857,68.0714285714286,78.0178571428572,78,1540
"224","1980-08",4.49,88.4285714285714,71.5714285714286,80,110,1987
"225","1980-09",2.79,82.8214285714286,64.1071428571428,73.4642857142857,73,1554
"226","1980-10",4.9,66.9285714285714,48.3928571428571,57.6607142857143,82,1643
"227","1980-11",2.98,51.7142857142857,35.5714285714286,43.6428571428572,99,2024
"228","1980-12",0.77,41.3928571428571,24.3214285714286,32.8571428571428,146,1639
"229","1981-01",0.5,33.8,18.4,26.1,211,2649
"230","1981-02",2.94,47.5357142857143,28.2142857142857,37.875,109,1724
"231","1981-03",1.36,46.6785714285714,29.3928571428571,38.0357142857143,62,1142
"232","1981-04",3.82,64.6428571428571,43.6071428571428,54.125,78,1483
"233","1981-05",4.55,72.6285714285714,51.2571428571429,61.9428571428572,103,2193
"234","1981-06",4.41,80.6785714285714,63.3571428571428,72.0178571428572,80,1597
"235","1981-07",4.4,85.7142857142857,67.5714285714286,76.6428571428572,75,1839
"236","1981-08",4.97,83.6285714285714,66.0857142857143,74.8571428571429,70,1581
"237","1981-09",3.11,76.4285714285714,60.2857142857143,68.3571428571428,54,1345
"238","1981-10",2.68,63.3428571428571,44.2857142857143,53.8142857142857,96,2043
"239","1981-11",0.95,54.0714285714286,38.1071428571429,46.0892857142857,73,1648
"240","1981-12",3.98,41.3571428571428,28.3928571428571,34.875,72,1588
"241","1982-01",4.58,33.1428571428571,17.7714285714286,25.4571428571429,112,2100
"242","1982-02",3.19,42.1428571428571,27.25,34.6964285714286,95,1603
"243","1982-03",2.24,49.4642857142857,32.7857142857143,41.125,92,1420
"244","1982-04",3.68,58.75,36.0714285714286,47.4107142857143,82,1669
"245","1982-05",6.67,73.6857142857143,54.7428571428572,64.2142857142857,93,1962
"246","1982-06",5.55,76.7142857142857,59.2142857142857,67.9642857142857,66,1610
"247","1982-07",2.75,85.8571428571429,67.6285714285714,76.7428571428572,84,1914
"248","1982-08",2.2,83.1428571428571,65.6071428571429,74.375,75,1565
"249","1982-09",1.56,77.1785714285714,58.3214285714286,67.75,67,1363
"250","1982-10",2.7,67.4,48.5428571428572,57.9714285714286,106,2000
"251","1982-11",2.35,59.0714285714286,39.8928571428572,49.4821428571428,86,1538
"252","1982-12",2.82,48.0357142857143,33.2142857142857,40.625,81,1572
"253","1983-01",2.98,42.8571428571429,28.4857142857143,35.6714285714286,81,1892
"254","1983-02",3.66,42.0357142857143,25.9285714285714,33.9821428571428,75,1551
"255","1983-03",5.78,50.3571428571428,34.6071428571429,42.4821428571429,91,1781
"256","1983-04",9.29,58.6,40.6,49.6,110,2091
"257","1983-05",6.69,71.6071428571429,52,61.8035714285714,88,1775
"258","1983-06",2.15,80.6071428571428,61.9285714285714,71.2678571428571,57,1177
"259","1983-07",1.62,87.6571428571429,65.8571428571429,76.7571428571428,90,1678
"260","1983-08",1.56,88.1071428571429,66.7142857142857,77.4107142857143,73,1625
"261","1983-09",4.42,82.3571428571429,61.8928571428572,72.125,71,1493
"262","1983-10",3.73,66.3428571428571,49.3428571428571,57.8428571428571,92,1832
"263","1983-11",5.46,55.5357142857143,37.2857142857143,46.4107142857143,89,1488
"264","1983-12",7.62,42.2857142857143,27.0571428571428,34.6714285714286,98,1988
"265","1984-01",1.75,33.4285714285714,18.3928571428572,25.9107142857143,78,1642
"266","1984-02",2.68,46.3928571428572,29.8928571428572,38.1428571428572,67,1330
"267","1984-03",6.74,43.0857142857143,27.6285714285714,35.3571428571429,112,2510
"268","1984-04",3.8,58.6071428571428,40.3571428571428,49.4821428571429,101,1808
"269","1984-05",2.73,69.7857142857143,49.7857142857142,59.7857142857143,85,1636
"270","1984-06",7.44,81,61.9142857142857,71.4571428571429,114,1953
"271","1984-07",6.98,82.7857142857143,65.8214285714286,74.3035714285714,49,1297
"272","1984-08",3.29,82.8928571428571,66.8571428571428,74.875,51,1487
"273","1984-09",1.96,76.3714285714286,56.5428571428571,66.4571428571429,77,1854
"274","1984-10",2.14,69.1428571428571,51.8571428571428,60.5,70,1517
"275","1984-11",1.58,56.5,38.0357142857143,47.2678571428571,78,1613
"276","1984-12",2.55,51.4,33.2,42.3,62,1180
"277","1985-01",1.27,35.8928571428571,20.8571428571428,28.375,68,1316
"278","1985-02",2.72,39.7857142857143,23.7142857142857,31.75,70,1143
"279","1985-03",1.51,55.6571428571429,34.1714285714286,44.9142857142857,226,3129
"280","1985-04",0.98,65.6785714285714,43.3214285714286,54.5,91,1611
"281","1985-05",4.75,74.2142857142857,52.5,63.3571428571429,87,1613
"282","1985-06",2.12,78.4,58.8571428571429,68.6285714285714,103,1937
"283","1985-07",4.31,85,65.25,75.125,53,1295
"284","1985-08",3.17,82.8,65.6857142857143,74.2428571428571,76,1883
"285","1985-09",5.78,79.0357142857143,59.9285714285714,69.4821428571429,74,1526
"286","1985-10",1.54,70.8928571428572,51.25,61.0714285714286,88,1698
"287","1985-11",6.09,58.6571428571429,43.6285714285714,51.1428571428572,99,1803
"288","1985-12",0.93,41.8571428571428,24.8571428571429,33.3571428571428,87,1595
"289","1986-01",2.59,43.8928571428572,25.0357142857143,34.4642857142857,124,1791
"290","1986-02",4.87,37.0714285714286,24.8214285714286,30.9464285714286,123,1958
"291","1986-03",1.35,51.6571428571429,30.2571428571428,40.9571428571429,134,2118
"292","1986-04",4.46,62.7142857142857,42.6428571428571,52.6785714285714,100,1604
"293","1986-05",0.7,77.9428571428572,54.5428571428571,66.2428571428572,127,2032
"294","1986-06",1.95,84.8928571428571,62.1071428571428,73.5,75,1488
"295","1986-07",4.13,88.0714285714286,67.6785714285714,77.875,73,1705
"296","1986-08",3.71,84.4857142857143,65.4,74.9428571428571,83,1680
"297","1986-09",2.33,76.9285714285714,58.5357142857143,67.7321428571429,88,1528
"298","1986-10",1.3,69.2857142857143,50.5714285714286,59.9285714285714,80,1388
"299","1986-11",7.19,55.1714285714286,37.6,46.3857142857143,97,1861
"300","1986-12",5.89,45.9285714285714,30.7142857142857,38.3214285714286,64,1413
"301","1987-01",4.58,38.7714285714286,25.7428571428571,32.2571428571429,104,1908
"302","1987-02",1.17,40.8928571428572,23.9642857142857,32.4285714285715,103,1775
"303","1987-03",0.54,55.8214285714286,33.5,44.6607142857143,115,1999
"304","1987-04",4.16,62.7142857142857,44.1071428571429,53.4107142857143,86,1740
"305","1987-05",3.24,72.5714285714286,51,61.7857142857143,126,2097
"306","1987-06",2,84.6071428571429,64.75,74.6785714285714,77,1491
"307","1987-07",4.78,89,69.3571428571428,79.1785714285714,87,1595
"308","1987-08",3.26,86.0857142857143,66.7714285714286,76.4285714285715,110,2037
"309","1987-09",3.15,77.75,60.25,69,61,1175
"310","1987-10",2.76,65.3428571428572,43.0285714285714,54.1857142857143,67,1982
"311","1987-11",1.32,57.5,37.8214285714286,47.6607142857143,63,1289
"312","1987-12",2.27,50.1071428571428,34.2142857142857,42.1607142857143,79,1586
"313","1988-01",2.89,35.0571428571429,18.7142857142857,26.8857142857143,103,1873
"314","1988-02",4.11,43.8571428571429,25.7142857142857,34.7857142857143,107,1910
"315","1988-03",2.24,53.3571428571428,31.8214285714286,42.5892857142857,104,1600
"316","1988-04",2.92,61.4285714285714,41.6285714285714,51.5285714285714,164,2289
"317","1988-05",3.67,72.1071428571428,52.3928571428572,62.25,84,1598
"318","1988-06",0.56,84.8571428571429,60.5714285714285,72.7142857142857,73,1408
"319","1988-07",8.08,90.6857142857143,68.2285714285714,79.4571428571429,93,2086
"320","1988-08",2.97,88.5714285714286,70.0357142857143,79.3035714285714,75,1655
"321","1988-09",2.74,77.3571428571428,59,68.1785714285714,66,1482
"322","1988-10",2.23,64.1714285714286,44.5714285714286,54.3714285714286,103,2099
"323","1988-11",3.39,57.5,37.1785714285714,47.3392857142857,45,1194
"324","1988-12",2.78,46.0285714285714,27.3428571428571,36.6857142857143,95,1395
"325","1989-01",2.1,43.8214285714286,27.5357142857143,35.6785714285714,98,1993
"326","1989-02",3.29,43.7142857142858,27.8928571428571,35.8035714285714,88,1409
"327","1989-03",3.38,47,29.8928571428571,38.4464285714285,120,1612
"328","1989-04",3.57,63.1142857142857,42.1428571428572,52.6285714285714,233,3305
"329","1989-05",6.76,71.5714285714286,51.5357142857143,61.5535714285715,110,1595
"330","1989-06",4.59,82.6785714285714,64.4642857142857,73.5714285714286,94,1476
"331","1989-07",9.39,85.3428571428571,67.5714285714286,76.4571428571429,103,1728
"332","1989-08",4.1,82.8928571428572,67.1071428571428,75,90,1395
"333","1989-09",5.04,80.0285714285714,61.2857142857143,70.6571428571429,120,2198
"334","1989-10",3.36,68.8214285714286,46.5714285714286,57.6964285714286,110,1890
"335","1989-11",1.74,56.6071428571428,38.1428571428572,47.375,69,1387
"336","1989-12",0.73,35.0285714285714,19.8571428571429,27.4428571428571,80,1399
"337","1990-01",4.02,48.1071428571429,30.9285714285714,39.5178571428571,111,1493
"338","1990-02",2.07,54.0357142857143,33.5714285714286,43.8035714285714,89,1210
"339","1990-03",2.64,54.2,33.6,43.9,147,1864
"340","1990-04",2.75,63.6071428571428,42.0357142857143,52.8214285714286,112,1476
"341","1990-05",4.24,70.3571428571429,51.6785714285714,61.0178571428572,122,1685
"342","1990-06",5.64,80.8,60.6285714285714,70.7142857142857,121,1699
"343","1990-07",2.19,86.75,69.25,78,74,1278
"344","1990-08",3.84,83.75,67.3571428571428,75.5535714285714,124,2194
"345","1990-09",2.37,79.3428571428571,60,69.6714285714286,105,2127
"346","1990-10",1.68,73.9285714285714,54.1428571428572,64.0357142857143,115,1721
"347","1990-11",1.14,59.2142857142857,39.25,49.2321428571429,92,1297
"348","1990-12",3.72,51.8857142857143,34.8857142857143,43.3857142857143,104,1896
"349","1991-01",4.06,43.1428571428572,27.1428571428571,35.1428571428572,104,1594
"350","1991-02",0.88,50.1071428571429,30.6785714285714,40.3928571428572,103,1626
"351","1991-03",4.14,53.5142857142857,36.6,45.0571428571429,155,2346
"352","1991-04",2.79,64.3928571428571,44.4285714285714,54.4107142857143,125,2013
"353","1991-05",1.73,78.7142857142857,55.8214285714286,67.2678571428572,112,1621
"354","1991-06",2.97,88,65.1714285714286,76.5857142857143,114,1630
"355","1991-07",5.22,88.3571428571428,71.1785714285714,79.7678571428571,100,1592
"356","1991-08",3.93,87.3428571428571,69.5428571428571,78.4428571428572,71,1881
"357","1991-09",3.58,79.5,60.6785714285714,70.0892857142857,72,1591
